date,wiki_open,sheepb_open,open_absolute_relative_difference,wiki_high,sheepb_high,high_absolute_relative_difference,wiki_low,sheepb_low,low_absolute_relative_difference,wiki_close,sheepb_close,close_absolute_relative_difference,wiki_volume,sheepb_volume,volume_absolute_relative_difference
2012-09-21,91.53,91.52999877929688,1.3336645121597712e-08,91.97,91.97000122070312,1.32728403823279e-08,90.99,90.98999786376952,2.3477640165303626e-08,91.6,91.5999984741211,1.6658066592789567e-08,815100.0,815100.0,0.0
2012-09-24,91.5,91.5,0.0,92.34,92.33999633789062,3.965897099611482e-08,91.26,91.26000213623048,2.3408179616879465e-08,92.0,92.0,0.0,309300.0,309300.0,0.0
2012-09-25,92.21,92.20999908447266,9.928720734464491e-09,92.34,92.33999633789062,3.965897099611482e-08,91.4,91.4000015258789,1.6694517546156362e-08,91.44,91.44000244140624,2.6699543242969526e-08,424700.0,424700.0,0.0
2012-09-26,91.75,91.75,0.0,91.75,91.75,0.0,89.92,89.91999816894531,2.0363152719582445e-08,90.05,90.05000305175781,3.3889592687685877e-08,461000.0,461000.0,0.0
2012-09-27,90.09,90.08999633789062,4.0649454802199614e-08,90.532,90.52999877929688,2.2105119771187454e-05,89.75,89.75,0.0,89.995,90.0,5.555864214668027e-05,407000.0,407000.0,0.0
2012-09-28,89.97,89.97000122070312,1.3567890588817022e-08,90.58,90.58000183105467,2.021477896185786e-08,89.7,89.69999694824219,3.4021826245123066e-08,90.4831,90.4800033569336,3.4223441354286344e-05,472800.0,472800.0,0.0
2012-10-01,90.74,90.73999786376952,2.3542323979164337e-08,91.49,91.48999786376952,2.3349333022615326e-08,90.084,90.08000183105467,4.4382675562060214e-05,90.635,90.63999938964844,5.515959230351086e-05,345700.0,345700.0,0.0
2012-10-02,90.68,90.68000030517578,3.3654143916095336e-09,91.26,91.26000213623048,2.3408179616879465e-08,90.25,90.25,0.0,91.025,91.02999877929688,5.4916553659634104e-05,255800.0,255800.0,0.0
2012-10-03,91.2,91.1999969482422,3.3462256632255105e-08,91.3899,91.38999938964844,1.0875342728589033e-06,90.46,90.45999908447266,1.0120797422352723e-08,91.055,91.05999755859376,5.488505401962662e-05,257500.0,257500.0,0.0
2012-10-04,91.14,91.13999938964844,6.6968571799108645e-09,92.29,92.29000091552734,9.920114285577597e-09,90.56,90.55999755859376,2.6958991150571876e-08,92.03,92.02999877929688,1.3264186971007064e-08,259000.0,259000.0,0.0
2012-10-05,92.28,92.27999877929688,1.3228252382369021e-08,93.23,93.2300033569336,3.6007010484340185e-08,91.76,91.76000213623048,2.3280628536070935e-08,91.76,91.76000213623048,2.3280628536070935e-08,377400.0,377400.0,0.0
2012-10-08,91.43,91.43000030517578,3.3378078079238094e-09,91.67,91.66999816894533,1.997441556600421e-08,90.932,90.93000030517578,2.199110130884918e-05,91.17,91.16999816894533,2.0083960494687858e-08,214200.0,214200.0,0.0
2012-10-09,90.79,90.79000091552734,1.008401073754328e-08,91.3299,91.33000183105467,1.1149804683974196e-06,89.65,89.6500015258789,1.7020400422396165e-08,89.65,89.6500015258789,1.7020400422396165e-08,474000.0,474000.0,0.0
2012-10-10,89.78,89.77999877929688,1.35966041758806e-08,90.23,90.2300033569336,3.7204184843986354e-08,89.78,89.77999877929688,1.35966041758806e-08,89.96,89.95999908447266,1.0177049092341406e-08,643300.0,643300.0,0.0
2012-10-11,90.78,90.77999877929688,1.3446828872609728e-08,90.78,90.77999877929688,1.3446828872609728e-08,90.13,90.12999725341795,3.047356089691533e-08,90.24,90.23999786376952,2.3672766857885108e-08,487700.0,487700.0,0.0
2012-10-12,90.38,90.37999725341795,3.038926799092678e-08,91.36,91.36000061035156,6.680730857411277e-09,89.96,89.95999908447266,1.0177049092341406e-08,89.99,89.98999786376953,2.3738531695904896e-08,227500.0,227500.0,0.0
2012-10-15,90.0,90.0,0.0,91.37,91.37000274658205,3.005999826832806e-08,89.67,89.66999816894531,2.041992519519198e-08,91.28,91.27999877929688,1.3373171792174787e-08,375800.0,375800.0,0.0
2012-10-16,90.99,90.98999786376952,2.3477640165303626e-08,92.1,92.0999984741211,1.6567631933028792e-08,90.65,90.6500015258789,1.6832640836739188e-08,92.07,92.06999969482422,3.3146060340882855e-09,216900.0,216900.0,0.0
2012-10-17,91.99,91.98999786376952,2.3222420653112863e-08,93.4,93.4000015258789,1.633703328174363e-08,91.9425,91.94000244140624,2.716435374017223e-05,93.14,93.13999938964844,6.553055209579384e-09,211900.0,211900.0,0.0
2012-10-18,93.18,93.18000030517578,3.2751210632397942e-09,93.94,93.94000244140624,2.5988995400183512e-08,92.84,92.83999633789062,3.944538318201296e-08,93.6108,93.61000061035156,8.539502369786511e-06,263000.0,263000.0,0.0
2012-10-19,93.63,93.62999725341795,2.9334423112814534e-08,93.64,93.63999938964844,6.5180645325568776e-09,91.58,91.58000183105467,1.9994045308280306e-08,91.87,91.87000274658205,2.9896397579776135e-08,358600.0,358600.0,0.0
2012-10-22,90.62,90.62000274658205,3.0308784371158026e-08,92.28,92.27999877929688,1.3228252382369021e-08,90.62,90.62000274658205,3.0308784371158026e-08,92.16,92.16000366210938,3.9736429924275285e-08,142800.0,142800.0,0.0
